asvID,Kingdom,Phylum,Class,Order,Family,Genus,Species
asv5918,Bacteria,Desulfobacterota,Desulfuromonadia,Bradymonadales,NA,NA,NA
asv5919,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,Henriciella,NA
asv5920,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,Henriciella,NA
asv5922,Bacteria,WPS-2,NA,NA,NA,NA,NA
asv5923,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
asv5924,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Lishizhenia,tianjinensis
asv5927,Bacteria,Proteobacteria,Gammaproteobacteria,Coxiellales,Coxiellaceae,Coxiella,NA
asv5928,Bacteria,Verrucomicrobiota,Kiritimatiellae,Kiritimatiellales,Kiritimatiellaceae,R76-B128,NA
asv5930,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,Portibacter,NA
asv5931,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Spongiibacteraceae,NA,NA
asv5932,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Alcanivoracaceae1,Alcanivorax,NA
asv5933,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Candidatus Cryptoprodotis,NA
asv5934,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,Aureispira,NA
asv5936,Bacteria,Proteobacteria,Gammaproteobacteria,Nitrosococcales,Methylophagaceae,NA,NA
asv5937,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA,NA
asv5938,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus,NA
asv5941,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Puniceicoccaceae,Verruc-01,NA
asv5942,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomaceae,Emticicia,soli
asv5943,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Corticibacterium,populi
asv5944,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,NA,NA
asv5945,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Thalassotalea,loyana
asv5947,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,NA,NA
asv5948,Bacteria,Myxococcota,Polyangia,Polyangiales,Eel-36e1D6,NA,NA
asv5949,Bacteria,Bacteroidota,Rhodothermia,Rhodothermales,Rhodothermaceae,NA,NA
asv5950,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA,NA
asv5951,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Aureimonas,ureilytica
asv5952,Bacteria,Patescibacteria,Gracilibacteria,Candidatus Peregrinibacteria,NA,NA,NA
asv5953,Bacteria,Actinobacteriota,Actinobacteria,Actinomycetales,Actinomycetaceae,Varibaculum,NA
asv5954,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Veillonellaceae,Veillonella,NA
asv5955,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
asv5956,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,NA,NA,NA
asv5957,Bacteria,Proteobacteria,Alphaproteobacteria,AT-s3-44,NA,NA,NA
asv5960,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,NA,NA
asv5961,Bacteria,Desulfobacterota,Desulfuromonadia,PB19,NA,NA,NA
asv5962,Bacteria,Proteobacteria,Gammaproteobacteria,Thiohalorhabdales,Thiohalorhabdaceae,NA,NA
asv5963,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Hymenobacteraceae,Pontibacter,NA
asv5964,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,NA,NA
asv5965,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,Henriciella,NA
asv5966,Bacteria,Cyanobacteria,Cyanobacteriia,Phormidesmiales,Nodosilineaceae,Nodosilinea PCC-7104,NA
asv5968,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Veillonellaceae,Dialister,propionicifaciens
asv5969,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
asv5970,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,SCGC AAA164-E04,NA
asv5971,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Cnuella,NA
asv5973,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Idiomarinaceae,Idiomarina,NA
asv5976,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NA,NA,NA
asv5977,Bacteria,Proteobacteria,Gammaproteobacteria,BD7-8,NA,NA,NA
asv5978,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Sutterellaceae,NA,NA
asv5979,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Alcanivoracaceae1,Alcanivorax,NA
asv5980,Bacteria,Proteobacteria,Gammaproteobacteria,EV818SWSAP88,NA,NA,NA
asv5981,Bacteria,Dependentiae,Babeliae,Babeliales,NA,NA,NA
asv5982,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,NA,NA
asv5983,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Nitrincolaceae,NA,NA
asv5985,Bacteria,Proteobacteria,Alphaproteobacteria,Defluviicoccales,NA,NA,NA
asv5986,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,NA,NA
asv5987,Bacteria,Desulfobacterota,Desulfuromonadia,Sva1033,NA,NA,NA
asv5988,Bacteria,NA,NA,NA,NA,NA,NA
asv5989,Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,NA,NA,NA
asv5990,Bacteria,Bdellovibrionota,Bdellovibrionia,Bacteriovoracales,Bacteriovoracaceae,NA,NA
asv5991,Bacteria,Planctomycetota,OM190,NA,NA,NA,NA
asv5992,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,NA,NA
asv5994,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Aquibacter,NA
asv5995,Bacteria,Proteobacteria,Gammaproteobacteria,Ectothiorhodospirales,Thioalkalispiraceae,Thiohalophilus,NA
asv5996,Bacteria,Campilobacterota,Campylobacteria,Campylobacterales,Arcobacteraceae,NA,NA
asv5997,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,NA,NA,NA
asv5998,Bacteria,Bacteroidota,Rhodothermia,Rhodothermales,Rhodothermaceae,Rubrivirga,NA
asv6001,Bacteria,Spirochaetota,Spirochaetia,Spirochaetales,Spirochaetaceae,Spirochaeta,NA
asv6002,Bacteria,Proteobacteria,Alphaproteobacteria,Tistrellales,Geminicoccaceae,NA,NA
asv6003,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,NA,NA,NA
asv6005,Bacteria,Planctomycetota,OM190,NA,NA,NA,NA
asv6006,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Fokiniaceae,MD3-55,NA
asv6007,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Aestuariicella,NA
asv6008,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,NA,NA
asv6009,Bacteria,Planctomycetota,SPG12-343-353-B69,NA,NA,NA,NA
asv6010,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,NA,NA
asv6011,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,NA,NA
asv6012,Bacteria,Firmicutes,Bacilli,RF39,NA,NA,NA
asv6013,Bacteria,Margulisbacteria,NA,NA,NA,NA,NA
asv6014,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Parasegetibacter,luojiensis
asv6016,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Ferruginibacter,NA
asv6017,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,OM27 clade,NA
asv6018,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,NA,NA
asv6019,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,NA,NA
asv6020,Bacteria,Proteobacteria,Gammaproteobacteria,Coxiellales,Coxiellaceae,Coxiella,NA
asv6021,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,SM1A02,NA
asv6022,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,Henriciella,barbarensis
asv6023,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Roseivirga,NA
asv6027,Bacteria,Campilobacterota,Campylobacteria,Campylobacterales,Arcobacteraceae,NA,NA
asv6028,Bacteria,Margulisbacteria,NA,NA,NA,NA,NA
asv6029,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Salinirepens,NA
asv6030,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,NA,NA,NA
asv6032,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Rheinheimera,NA
asv6033,Bacteria,Patescibacteria,Gracilibacteria,NA,NA,NA,NA
asv6034,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,Rubidimonas,NA
asv6035,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,Ilumatobacter,NA
asv6036,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,NA,NA
asv6037,Bacteria,Patescibacteria,Parcubacteria,NA,NA,NA,NA
asv6038,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Rhodopseudomonas,NA
asv6039,Bacteria,Campilobacterota,Campylobacteria,Campylobacterales,NA,NA,NA
asv6040,Bacteria,Patescibacteria,Parcubacteria,NA,NA,NA,NA
asv6041,Bacteria,Patescibacteria,Parcubacteria,Candidatus Yanofskybacteria,NA,NA,NA
asv6043,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Candidatus Megaira,NA
asv6044,Bacteria,Firmicutes,Bacilli,Thermicanales,Thermicanaceae,Thermicanus,NA
asv6045,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Crocinitomix,NA
asv6046,Bacteria,Patescibacteria,Gracilibacteria,NA,NA,NA,NA
asv6048,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
asv6049,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,Omnitrophaceae,Candidatus Omnitrophus,NA
asv6050,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Sporichthyaceae,NA,NA
asv6052,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,NA
asv6053,Bacteria,Actinobacteriota,Actinobacteria,NA,NA,NA,NA
asv6054,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Blastopirellula,NA
asv6055,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,DEV007,NA,NA
asv6056,Bacteria,Patescibacteria,Parcubacteria,Candidatus Zambryskibacteria,NA,NA,NA
asv6057,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,NA,NA
asv6059,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,PMMR1,NA
asv6060,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Neisseria,oralis
asv6061,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,MWH-CFBk5,NA,NA
asv6062,Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,Plantactinospora,NA
asv6063,Bacteria,Proteobacteria,Gammaproteobacteria,Thiohalorhabdales,Thiohalorhabdaceae,NA,NA
asv6064,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Persicirhabdus,NA
asv6065,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Schlesneriaceae,NA,NA
asv6066,Bacteria,Planctomycetota,OM190,NA,NA,NA,NA
asv6067,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
asv6068,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Ammoniibacillus,agariperforans
asv6069,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Anaerococcus,NA,NA
asv6070,Bacteria,Bdellovibrionota,Bdellovibrionia,Bacteriovoracales,Bacteriovoracaceae,Bacteriovorax,NA
asv6072,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,SCGC AAA286-E23,NA,NA
asv6073,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptoniphilus,NA,NA
asv6074,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomaceae,Arcicella,rigui
asv6075,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Rubinisphaeraceae,SH-PL14,NA
asv6076,Bacteria,Acidobacteriota,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Subgroup 10,NA
asv6077,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Ferruginibacter,NA
asv6078,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,DEV114,NA
asv6079,Bacteria,Patescibacteria,Parcubacteria,Candidatus Kaiserbacteria,NA,NA,NA
asv6080,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
asv6081,Bacteria,Patescibacteria,ABY1,Candidatus Falkowbacteria,NA,NA,NA
asv6082,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Gemmata,NA
asv6083,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,NA
asv6084,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Xenococcaceae,NA,NA
asv6085,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,env.OPS 17,NA,NA
asv6086,Bacteria,Proteobacteria,Alphaproteobacteria,Azospirillales,Azospirillaceae,Skermanella,NA
asv6087,Bacteria,Planctomycetota,OM190,NA,NA,NA,NA
asv6089,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Granulicatella,NA
asv6090,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,NA
asv6091,Bacteria,Patescibacteria,Parcubacteria,NA,NA,NA,NA
asv6092,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,NA
asv6093,Bacteria,Patescibacteria,Parcubacteria,Candidatus Nomurabacteria,NA,NA,NA
asv6094,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,NA,NA,NA
asv6095,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Ferruginibacter,NA
asv6096,Bacteria,Patescibacteria,Parcubacteria,Candidatus Kaiserbacteria,NA,NA,NA
asv6097,Bacteria,Desulfobacterota,Desulfuromonadia,Geobacterales,Geobacteraceae,Geobacter,psychrophilus
asv6098,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,NA,NA
asv6099,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,NA,NA
asv6100,Bacteria,Patescibacteria,Parcubacteria,NA,NA,NA,NA
asv6101,Bacteria,Patescibacteria,Parcubacteria,NA,NA,NA,NA
asv6102,Bacteria,Marinimicrobia (SAR406 clade),NA,NA,NA,NA,NA
asv6103,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,NA,NA
asv6105,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,NA
asv6106,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,NA
asv6107,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,NA,NA
asv6108,Bacteria,SAR324 clade(Marine group B),NA,NA,NA,NA,NA
asv6109,Bacteria,Actinobacteriota,Actinobacteria,Nitriliruptorales,Nitriliruptoraceae,NA,NA
asv6110,Bacteria,Verrucomicrobiota,Lentisphaeria,Victivallales,Arctic95B-14,NA,NA
asv6113,Bacteria,Desulfobacterota,Desulfuromonadia,PB19,NA,NA,NA
asv6114,Bacteria,Cyanobacteria,Vampirivibrionia,NA,NA,NA,NA
asv6115,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,NA,NA
asv6116,Bacteria,Planctomycetota,vadinHA49,NA,NA,NA,NA
asv6117,Bacteria,NA,NA,NA,NA,NA,NA
asv6118,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,NA,NA
asv6119,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Crocinitomix,NA
asv6120,Bacteria,Patescibacteria,Microgenomatia,Candidatus Woesebacteria,NA,NA,NA
asv6122,Bacteria,Bacteroidota,Rhodothermia,Rhodothermales,Rhodothermaceae,NA,NA
asv6124,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,MND1,NA
asv6125,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,SCGC AAA164-E04,NA
asv6126,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ethanoligenenaceae,Ethanoligenens,harbinense
asv6129,Bacteria,Patescibacteria,Parcubacteria,NA,NA,NA,NA
asv6130,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,NS11-12 marine group,NA,NA
asv6131,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Aquimarina,NA
asv6132,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,DEV007,NA,NA
asv6133,Bacteria,Proteobacteria,NA,NA,NA,NA,NA
asv6134,Bacteria,Planctomycetota,vadinHA49,NA,NA,NA,NA
asv6136,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhodobiaceae,Amorphus,NA
asv6137,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,NA,NA
asv6138,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Denitromonas,NA
asv6140,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,NA,NA
asv6141,Bacteria,WPS-2,NA,NA,NA,NA,NA
asv6142,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Marinomonadaceae,Marinomonas,blandensis
asv6143,Bacteria,Patescibacteria,Gracilibacteria,JGI 0000069-P22,NA,NA,NA
asv6144,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Magnetospiraceae,Magnetovibrio,NA
asv6145,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Candidatus Nitrosopumilus,NA
asv6146,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,OM27 clade,NA
asv6147,Bacteria,Proteobacteria,Gammaproteobacteria,Coxiellales,Coxiellaceae,Coxiella,NA
asv6148,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Rubritalea,NA
asv6149,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
asv6150,Bacteria,Firmicutes,Bacilli,RF39,NA,NA,NA
asv6152,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Perlucidibaca,NA
asv6154,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Erythrobacter,NA
asv6156,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Porticoccaceae,C1-B045,NA
asv6157,Bacteria,Proteobacteria,NA,NA,NA,NA,NA
asv6158,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,NA,NA,NA
asv6160,Bacteria,Patescibacteria,Parcubacteria,Candidatus Nomurabacteria,NA,NA,NA
asv6161,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,NA,NA,NA
asv6162,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,NA,NA
asv6163,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Uruburuella,NA
asv6164,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,NA,NA,NA
asv6165,Bacteria,Actinobacteriota,Actinobacteria,PeM15,NA,NA,NA
asv6166,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Halioxenophilus,NA
asv6168,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Microtrichaceae,Sva0996 marine group,NA
asv6170,Bacteria,Proteobacteria,Alphaproteobacteria,Paracaedibacterales,Paracaedibacteraceae,Candidatus Finniella,NA
asv6171,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,NA
asv6172,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Reichenbachiella,NA
asv6173,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,Portibacter,NA
asv6174,Bacteria,Proteobacteria,NA,NA,NA,NA,NA
asv6176,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,NA,NA,NA
asv6177,Bacteria,Proteobacteria,Gammaproteobacteria,Ectothiorhodospirales,Thioalkalispiraceae,Thiohalophilus,NA
asv6178,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Stappiaceae,NA,NA
asv6179,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Magnetospiraceae,NA,NA
asv6180,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,Desulfosarcinaceae,Sva0081 sediment group,NA
asv6181,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,NA
asv6182,Bacteria,Patescibacteria,Gracilibacteria,NA,NA,NA,NA
asv6183,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,NA,NA
asv6184,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,NA,NA
asv6185,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Leucothrix,NA
asv6186,Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,Simkaniaceae,NA,NA
asv6187,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Parvularculaceae,Amphiplicatus,NA
asv6188,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,NA
asv6191,Bacteria,Verrucomicrobiota,Lentisphaeria,Lentisphaerales,Lentisphaeraceae,Lentisphaera,NA
asv6192,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,NA,NA
asv6193,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,Rubidimonas,NA
asv6194,Bacteria,Desulfobacterota,Desulfobulbia,Desulfobulbales,Desulfocapsaceae,Desulfopila,NA
asv6195,Bacteria,Verrucomicrobiota,Kiritimatiellae,WCHB1-41,NA,NA,NA
asv6196,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Macellibacteroides,NA
asv6197,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,OM27 clade,NA
asv6199,Bacteria,Bdellovibrionota,Bdellovibrionia,Bacteriovoracales,Bacteriovoracaceae,NA,NA
asv6201,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
asv6202,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Altererythrobacter,NA
asv6203,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,NA,NA
asv6204,Bacteria,Patescibacteria,Parcubacteria,Candidatus Kaiserbacteria,NA,NA,NA
asv6206,Bacteria,Proteobacteria,Gammaproteobacteria,Coxiellales,Coxiellaceae,Coxiella,NA
asv6207,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA,NA
asv6208,Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,Simkaniaceae,Candidatus Fritschea,NA
asv6209,Bacteria,Proteobacteria,NA,NA,NA,NA,NA
asv6210,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,NA,NA
asv6212,Bacteria,Proteobacteria,Alphaproteobacteria,Holosporales,Holosporaceae,NA,NA
asv6213,Bacteria,Verrucomicrobiota,Lentisphaeria,Victivallales,Victivallaceae,Victivallis,NA
asv6214,Bacteria,Proteobacteria,Gammaproteobacteria,Coxiellales,Coxiellaceae,Coxiella,NA
asv6216,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,Haliea,NA
asv6217,Bacteria,Acidobacteriota,Blastocatellia,Pyrinomonadales,Pyrinomonadaceae,RB41,NA
asv6218,Bacteria,Bdellovibrionota,Bdellovibrionia,Bacteriovoracales,Bacteriovoracaceae,Peredibacter,NA
asv6219,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,NA,NA
asv6220,Bacteria,Chloroflexi,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,NA,NA
asv6222,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,NA,NA
asv6223,Bacteria,Planctomycetota,vadinHA49,NA,NA,NA,NA
asv6224,Bacteria,Actinobacteriota,Coriobacteriia,Coriobacteriales,Atopobiaceae,Olsenella,NA
asv6225,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Flavisolibacter,NA
asv6226,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,NA,NA
asv6227,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Aquimarina,NA
asv6228,Bacteria,Elusimicrobiota,Elusimicrobia,Lineage IV,NA,NA,NA
asv6229,Bacteria,Dependentiae,Babeliae,Babeliales,NA,NA,NA
asv6230,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Gilvibacter,sediminis
asv6231,Bacteria,NA,NA,NA,NA,NA,NA
asv6232,Bacteria,Bdellovibrionota,Bdellovibrionia,Bacteriovoracales,Bacteriovoracaceae,Peredibacter,NA
asv6234,Bacteria,Firmicutes,Thermoanaerobacteria,Thermoanaerobacterales,Family III,Thermoanaerobacterium,saccharolyticum
asv6235,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,NA,NA
asv6236,Bacteria,Desulfobacterota,Desulfuromonadia,Bradymonadales,NA,NA,NA
asv6237,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,NA,NA
